Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0171,0.0153,0.0137,0.0125,0.0117,0.0117,0.0104
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0171,0.0153,0.0137,0.0125,0.0113,0.0103,0.0095
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.0202,0.0181,0.0166,0.0153,0.0141,0.0131,0.0124
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0203,0.0179,0.0164,0.0151,0.0139,0.013,0.0122
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0203,0.0179,0.0164,0.015,0.0137,0.0127,0.0122
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.0202,0.0181,0.0166,0.015,0.0136,0.0126,0.0118
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.0221,0.0181,0.0173,0.0167,0.0166,0.0173,0.018
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0201,0.0181,0.0166,0.0153,0.0141,0.013,0.0123
Nepal,NP,NPL,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.02,0.0181,0.0166,0.0153,0.0141,0.0135,0.0135
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Below 2°C,EJ/yr,,,,,0.0,0.0,0.0002,0.0007,0.0014,0.0024,0.0042
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0,0.0002,0.0005,0.001,0.0016,0.0022
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0,0.0002,0.0005,0.0011,0.002,0.0036
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Fragmented World,EJ/yr,,,,,0.0,0.0,0.0002,0.0006,0.0012,0.0018,0.0026
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Low Demand,EJ/yr,,,,,0.0,0.0,0.0002,0.0009,0.0018,0.0039,0.0086
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0,0.0002,0.0006,0.0011,0.0017,0.0024
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0,0.0003,0.0011,0.0022,0.0054,0.0109
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.0,0.0,0.0,0.0002,0.0002,0.0011,0.0024
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0,0.0,0.0002,0.0012,0.0029,0.0051
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.0,0.0,0.0,0.0002,0.0002,0.0003,0.0003
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.0,0.0,0.0,0.0009,0.0023,0.0056,0.0114
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0,0.0,0.0003,0.0003,0.0003,0.0003
Nepal,NP,NPL,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0,0.0,0.0006,0.0019,0.0039,0.0059
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.0,0.1232,0.3564,0.6434,0.9454
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0068,0.0118,0.016,0.0199
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0429,0.1982,0.4723,0.8275
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Fragmented World,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0069,0.0118,0.0158,0.0193
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Low Demand,Mt CO2/yr,,,,,0.0,0.0,0.0,0.1342,0.3802,0.6488,0.9193
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.017,0.0432,0.086,0.1644
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.2069,0.4848,0.7986,1.0549
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.1182,0.1453,0.1727
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3417
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.7294,0.8919,1.0569
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,,,,,0.0,0.0,1.2748,2.2555,3.6875,5.1832,5.974
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.3717,0.4086,0.7137,1.8171,4.0223
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.3508,0.8275
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.2355,0.6823,1.1902
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,,,,,0.0,0.0,0.0,0.3838,1.1903,2.0569,3.2489
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.1914,0.5536,0.9714,1.2368
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Below 2°C,EJ/yr,,,,,0.0875,0.1079,0.0991,0.093,0.0922,0.0901,0.0824
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0919,0.1198,0.1209,0.1121,0.1114,0.1086,0.1195
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0925,0.1212,0.1224,0.0939,0.0928,0.0917,0.0911
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Fragmented World,EJ/yr,,,,,0.0839,0.1069,0.1086,0.1035,0.108,0.108,0.122
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Low Demand,EJ/yr,,,,,0.0913,0.1075,0.0907,0.0884,0.0885,0.063,0.0496
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0834,0.1046,0.1064,0.1006,0.1022,0.1024,0.1137
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0967,0.1217,0.1028,0.0947,0.0878,0.0514,0.0376
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.0999,0.1284,0.1442,0.1628,0.1803,0.1956,0.2151
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0968,0.1253,0.1407,0.1584,0.1751,0.1977,0.2334
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0971,0.1262,0.142,0.1615,0.1745,0.1837,0.1978
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.0998,0.1309,0.1488,0.1733,0.1916,0.2147,0.2477
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.1103,0.1546,0.2256,0.2472,0.2411,0.238,0.2357
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0969,0.1253,0.1417,0.1609,0.18,0.2056,0.2486
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0989,0.1255,0.1308,0.1385,0.1407,0.1174,0.1179
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.2297,0.3245,0.4148,0.4935,0.5502,0.5536,0.5677
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.2356,0.3338,0.4089,0.4519,0.4815,0.5038,0.5544
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.2319,0.3286,0.4017,0.436,0.5258,0.5585,0.5776
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.2354,0.3265,0.3989,0.4441,0.4696,0.4928,0.5399
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.3034,0.4517,0.5612,0.6217,0.6393,0.6192,0.6026
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.2317,0.3241,0.4137,0.4832,0.5396,0.5634,0.6071
Nepal,NP,NPL,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.2405,0.3388,0.4497,0.5029,0.5278,0.4991,0.4978
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Below 2°C,Mt CO2/yr,,,,,-2.1933,-5.1843,-4.4957,-5.0994,-5.7032,-4.153,-2.6027
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,-2.1933,-5.6855,-5.4982,-6.8382,-8.1782,-6.9725,-5.7669
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,-2.1933,-4.9023,-3.9316,-4.7073,-5.4831,-4.1048,-2.7265
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Fragmented World,Mt CO2/yr,,,,,-2.1933,-5.1764,-4.4799,-5.5868,-6.6938,-6.2733,-5.8529
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Low Demand,Mt CO2/yr,,,,,-2.1933,-4.4608,-3.0487,-2.1457,-1.2427,-0.3397,0.5632
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,-2.1933,-5.2626,-4.6522,-5.5692,-6.4863,-5.8759,-5.2656
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,-2.1933,-4.4673,-3.0616,-2.1651,-1.2685,-0.372,0.5246
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,,,,,-2.1933,-6.4318,-7.1036,-7.9938,-8.8394,-7.5919,-6.3211
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,-2.1933,-7.2904,-8.6739,-10.6491,-12.5652,-11.8613,-11.1935
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,-2.1933,-6.5072,-7.1073,-8.1563,-9.0887,-7.7633,-6.4919
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,,,,,-2.1933,-6.7813,-7.6556,-9.2003,-10.6485,-10.4428,-10.2439
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,,,,,-2.1933,-5.6877,-5.6521,-5.0718,-4.4596,-3.9044,-3.3261
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,-2.1933,-6.706,-7.539,-8.9449,-10.3187,-10.216,-10.0882
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,-2.1933,-5.6877,-5.7519,-5.4992,-5.3663,-4.9792,-4.3938
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,,,,,-2.1933,-5.0781,-4.0911,-5.2534,-5.4081,-3.3375,-1.2727
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,-2.1933,-5.3822,-4.7097,-5.6004,-6.6272,-4.8282,-2.6054
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,-2.1933,-4.5989,-3.1431,-5.3336,-5.4952,-3.3901,-1.2566
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,,,,,-2.1933,-4.8731,-3.6914,-5.1494,-5.5032,-4.5378,-3.7645
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2/yr,,,,,-2.1933,-4.481,-2.9122,-2.9802,-1.8425,-0.5232,0.735
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,-2.1933,-5.2584,-4.3318,-4.8366,-5.4015,-4.5348,-3.6223
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,-2.1933,-4.405,-2.8463,-3.084,-1.9982,-0.7142,0.8164
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0002,0.0005,0.0012
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0,0.0001,0.0001,0.0001,0.0003,0.0007
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0004
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.0,0.0001,0.0002,0.0004,0.0009,0.0013,0.0018
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0,0.0001,0.0002,0.0004,0.0008,0.0019
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.0001,0.0001,0.0002,0.0004,0.0006,0.0008,0.001
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0001,0.0002,0.0003,0.0005,0.0006,0.0008,0.001
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0001,0.0002,0.0003,0.0003,0.0004,0.0006,0.0008
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.0001,0.0002,0.0003,0.0004,0.0005,0.0007,0.0008
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.0004,0.0006,0.0009,0.0014,0.002,0.0029,0.0038
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0001,0.0002,0.0003,0.0005,0.0006,0.0008,0.001
Nepal,NP,NPL,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0001,0.0002,0.0003,0.0005,0.0009,0.0016,0.0024
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Below 2°C,EJ/yr,,,,,0.2112,0.2363,0.1983,0.1734,0.1653,0.1651,0.1517
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.2338,0.2724,0.2453,0.2068,0.1849,0.1637,0.1584
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.2343,0.2736,0.2466,0.1719,0.1632,0.1622,0.1642
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Fragmented World,EJ/yr,,,,,0.2196,0.2464,0.2233,0.1917,0.1794,0.163,0.1622
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Low Demand,EJ/yr,,,,,0.2139,0.2284,0.1763,0.1606,0.1618,0.1275,0.1035
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.217,0.2408,0.2189,0.1869,0.172,0.1583,0.1584
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.2213,0.2514,0.1994,0.184,0.1862,0.1256,0.094
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.1946,0.2103,0.2136,0.229,0.236,0.2322,0.2394
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.1792,0.1808,0.1643,0.1746,0.1801,0.1889,0.2071
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.1791,0.1808,0.1643,0.246,0.2357,0.2079,0.1958
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.1883,0.1961,0.1821,0.2103,0.2125,0.2176,0.2344
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.209,0.2455,0.292,0.2625,0.2294,0.2048,0.1759
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.1787,0.1942,0.2002,0.206,0.2077,0.2143,0.2351
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.1905,0.2051,0.1714,0.1515,0.1425,0.1045,0.0781
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.2897,0.3702,0.4535,0.541,0.6274,0.6736,0.7077
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.3056,0.3973,0.4751,0.5322,0.5872,0.6298,0.6915
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.305,0.3962,0.4734,0.5318,0.6611,0.7462,0.772
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.2986,0.3828,0.4575,0.5297,0.6011,0.6672,0.746
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.3281,0.4403,0.5503,0.6462,0.7364,0.7765,0.8025
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.2922,0.3828,0.4742,0.5578,0.64,0.6898,0.7446
Nepal,NP,NPL,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.2968,0.3875,0.4866,0.5601,0.6353,0.623,0.5311
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Below 2°C,US$2010/t CO2,,,,,0.0,13.3835,66.0397,141.6786,206.9735,285.4906,387.2225
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Current Policies (Hot house world scenario),US$2010/t CO2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Delayed Transition (Disorderly scenario),US$2010/t CO2,,,,,0.0,0.0,0.0,74.7023,145.5809,227.2169,323.7008
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Fragmented World,US$2010/t CO2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Low Demand,US$2010/t CO2,,,,,0.0,0.0,70.8755,181.3064,300.7883,548.1698,688.8729
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Nationally Determined Contributions (NDCs),US$2010/t CO2,,,,,0.0,3.585,5.034,21.707,36.3218,55.5519,73.775
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,GCAM,Net Zero 2050 (Orderly scenario),US$2010/t CO2,,,,,0.0,19.3137,142.1945,281.177,448.0665,768.9933,938.136
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Below 2°C,US$2010/t CO2,,,,,0.0,0.0,42.2876,56.6025,73.6487,93.2858,114.0307
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/t CO2,,,,,0.0,0.0,0.0,2.1579,4.3159,6.4738,8.6317
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/t CO2,,,,,0.0,0.0,0.0,79.0991,95.4954,128.4225,157.5344
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Fragmented World,US$2010/t CO2,,,,,0.0,0.0,0.0,22.9723,35.7635,56.18,85.6236
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Low Demand,US$2010/t CO2,,,,,0.0,0.0,217.2788,267.6267,340.7935,453.9782,544.7084
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/t CO2,,,,,0.0,0.0,0.0,7.9757,15.9515,23.9272,31.9029
Nepal,NP,NPL,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/t CO2,,,,,0.0,0.0,689.8968,691.1356,808.4434,1046.3668,1275.5484
